time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1738772973449721900,0.028721923828125,0.3325865779049513,0.04878920042914217,0.15817947765150767,-0.5826710707989814,0.9447093002839939,-0.28306030959200973,0.0026345620150962494
1738772973459712800,0.038712646484375,0.33259115881138884,0.04878810161899159,0.15818217051057304,-0.5826710633672046,0.9447088198776296,-0.28306049522264926,0.0026308558037296224
1738772973469705000,0.048705078125,0.33259858513672297,0.04878876436296495,0.15818577756984098,-0.5826681379730819,0.9447087760251323,-0.2830589298921962,0.002630556917895353
1738772973479696000,0.05869580078125,0.33259876596426485,0.048796187676775,0.15818365554238695,-0.5826681656527725,0.9447090299210534,-0.2830577131561415,0.0026461937431873995
1738772973489687000,0.06868701171875,0.3326023583313673,0.04879738163012982,0.15818514998251523,-0.5826625597020565,0.9447095974506668,-0.2830547869471006,0.0026485847565374558
1738772973499678000,0.078677978515625,0.3326048098298031,0.04879382301714134,0.15818748087654225,-0.5826524795031545,0.9447107193072262,-0.28305048000769123,0.0026420135675657985
1738772973509668900,0.0886689453125,0.33260780399636547,0.04879468581324844,0.15818876370794932,-0.5826369539611944,0.9447128325924392,-0.2830427779639435,0.002645560541065573
1738772973519659800,0.09865966796875,0.3326131214015276,0.04879163363647108,0.15819243743044692,-0.5826246857665539,0.9447139226762139,-0.28303734834167277,0.0026395382419573147
1738772973529652000,0.10865185546875,0.3326173009358864,0.04879123964787098,0.15819471284651637,-0.5826108615333926,0.9447155798494227,-0.28303069275865517,0.0026397732414418277
1738772973539643000,0.118642822265625,0.3326101648855896,0.04878934225153324,0.15819161581911245,-0.5826148086818543,0.9447154555350109,-0.2830329481399321,0.0026372156451459723
1738772973549634000,0.128634033203125,0.33261579632094956,0.04879405152565083,0.1581931046502836,-0.5826127782152761,0.9447154867895734,-0.2830311684766373,0.0026458368577562466
1738772973559625000,0.138625,0.332626268504655,0.048795871522364066,0.15819795405853576,-0.5826041133242174,0.9447159456040436,-0.2830266455861012,0.002648006356712306
1738772973569616000,0.148615966796875,0.33263643818234884,0.04880041659870023,0.15820183048259137,-0.5825950362696486,0.9447166225232839,-0.2830214643857632,0.002656105153413207
1738772973579606800,0.158606689453125,0.33263427360191045,0.048807694729156866,0.15819853370815498,-0.5825930796673616,0.9447174481525467,-0.28301929099936207,0.002672491116280856
1738772973589598000,0.168597900390625,0.33263842735467575,0.04880937914129697,0.15820017406693132,-0.5825863053197242,0.9447181380822027,-0.28301571921096863,0.002675942674511654
1738772973599590000,0.17858984375,0.3326346743705901,0.048812247765966925,0.15819738538032002,-0.5825792563879489,0.944719630033091,-0.28301181445393725,0.0026843223680744588
1738772973609580800,0.188580810546875,0.33263704018832546,0.04880818181071801,0.15819982503901148,-0.5825702015572866,0.9447205751471442,-0.2830080930164437,0.0026765287802522643
1738772973619572000,0.198572021484375,0.33263545863009447,0.048812250965998165,0.1581977893626898,-0.5825648007794625,0.9447217249611172,-0.2830047800551047,0.0026865299277268237
1738772973629563000,0.20856298828125,0.33264402477176364,0.04881358952819532,0.1582017981519848,-0.5825696785143322,0.9447203181335825,-0.28300692420558404,0.0026859742887060784
1738772973639553800,0.2185537109375,0.3326479488583783,0.048815588900736,0.15820321795058007,-0.5825742590098557,0.9447193939657895,-0.2830088139214856,0.00268826022115412
1738772973649545000,0.228544921875,0.33264601379364633,0.048810724259040456,0.1582036764596153,-0.5825775264642317,0.9447188668901375,-0.2830112164890085,0.002677997573388578
1738772973659537000,0.238536865234375,0.3326437914563505,0.04880964402693119,0.15820285523338135,-0.5825829878716238,0.9447181940985472,-0.28301405561663495,0.0026754573718211602
1738772973669527800,0.24852783203125,0.33264008234297743,0.04880660152982323,0.15820187143111314,-0.5825689599400508,0.944720379273079,-0.2830077619354216,0.0026724702623126253
1738772973679519000,0.25851904296875,0.33263501930919653,0.048802297229814114,0.1582005487917296,-0.5825674274511183,0.9447208883372746,-0.2830077320606067,0.0026651452902043816
1738772973689510000,0.268510009765625,0.3326462182044657,0.04880291758656766,0.15820613257016494,-0.5825590318032818,0.9447211834812028,-0.2830035419268238,0.0026645115284691548
1738772973699500800,0.278500732421875,0.3326437737662538,0.048799432911107866,0.15820592739242084,-0.5825553843306267,0.9447217158273444,-0.2830023661545357,0.002658467530340643
1738772973709492000,0.288491943359375,0.33264533545492875,0.04880090810214542,0.15820629737363148,-0.5825489503792066,0.9447225581828208,-0.28299899867043865,0.0026621931522299723
1738772973719484000,0.29848388671875,0.33264963346990034,0.04880266261965127,0.1582079701349432,-0.5825442897985873,0.9447230701704424,-0.282996412573108,0.0026654297038304613
1738772973729474800,0.308474853515625,0.33265589004384677,0.04880174533271012,0.15821148245410932,-0.5825427267984924,0.9447226068401836,-0.28299582663736156,0.002661848760284455
1738772973739466000,0.318466064453125,0.3326560955421426,0.04879899504753864,0.1582124132233538,-0.5825392089619185,0.9447229840293242,-0.28299457701396646,0.0026565576455676804
1738772973749457000,0.328456787109375,0.3326562508708203,0.04880159542189999,0.1582117112241847,-0.5825345903642655,0.9447238038873199,-0.28299188896880817,0.0026627988396158947
1738772973759447800,0.33844775390625,0.33265798014180764,0.048802256680548585,0.15821240124575225,-0.5825306287432003,0.9447242952680142,-0.28298984593165893,0.0026643521462839707
1738772973769438700,0.348438720703125,0.3326666701056328,0.04880092209719855,0.15821728322741888,-0.5825273399655593,0.9447239200582984,-0.28298847656959775,0.0026594640921871093
1738772973779430000,0.358429931640625,0.33267469748126,0.04880377864677751,0.15822055731225904,-0.582522094997132,0.9447241671393258,-0.28298543633795015,0.002663994524372532
1738772973789421800,0.368421875,0.332678920797733,0.048802124047365295,0.15822323785023448,-0.5825135249867809,0.9447249386809613,-0.2829815563123713,0.0026606542521753953
1738772973799413000,0.3784130859375,0.33268915927581216,0.04880133358915177,0.15822875289137758,-0.5825118610182946,0.944724218992853,-0.28298088395245863,0.0026561819252078536
1738772973809404000,0.38840380859375,0.3327062582763992,0.04880360864445617,0.1582368781498114,-0.5825077886243457,0.944723434381683,-0.28297851663156637,0.0026565545518080535
1738772973819394800,0.398394775390625,0.3327120004786537,0.04880409351407988,0.1582396899352194,-0.5825030198870558,0.9447236719181135,-0.2829761124942744,0.0026566633832363308
1738772973829385700,0.4083857421875,0.33271167898180043,0.04880440648849856,0.15823943422409023,-0.5824928397645857,0.9447252166274676,-0.28297111114259427,0.002659133060293191
1738772973839377000,0.418376953125,0.3327087619386689,0.048800614626369,0.15823908248837815,-0.582480421440504,0.9447270575106305,-0.282965725926401,0.002654051544707301
1738772973849368800,0.428368896484375,0.3327167576069851,0.048803823780652275,0.15824223882966146,-0.5824759122762097,0.9447271831212255,-0.28296299086091603,0.0026592067061863745
1738772973859360000,0.438360107421875,0.33271579973325593,0.04880481624286846,0.158241436191918,-0.5824730873788456,0.9447278220429894,-0.28296143199574064,0.002662091881066099
1738772973869351000,0.448350830078125,0.33271756300955335,0.04880375322607327,0.15824266564514047,-0.5824642769326458,0.9447289207185057,-0.28295732623412023,0.002660794230002225
1738772973879341800,0.458341796875,0.3327348477053984,0.04880468720930296,0.15825129356741122,-0.5824585665878276,0.9447282661157955,-0.28295439444330567,0.0026585403003507274
1738772973889332700,0.468332763671875,0.3327374112195313,0.04880799965658888,0.15825161850339226,-0.5824478562301155,0.9447298230142472,-0.2829486212644237,0.0026665943779361815
1738772973899324000,0.478323974609375,0.3327290729351241,0.04881000572310899,0.15824673513620605,-0.5824351784669622,0.9447324634217583,-0.28294213491811265,0.002675458918184465
1738772973909315800,0.48831591796875,0.3327241040124392,0.04881085942483197,0.1582439338206925,-0.5824333206694172,0.9447331205126361,-0.2829411091116285,0.002679045992535213
1738772973919306800,0.498306640625,0.3327258176946257,0.048812126824445745,0.1582444315956053,-0.5824348694419644,0.9447328328198683,-0.2829416421978934,0.0026809622245713683
1738772973929298000,0.5082978515625,0.33273520233103177,0.048815245007202454,0.1582483436328183,-0.5824224459636604,0.9447339278855671,-0.28293508953618773,0.0026868209959871312
1738772973939288800,0.518288818359375,0.33273975266624023,0.04881343912736477,0.15825122426688365,-0.5824253743068787,0.9447330340093414,-0.28293681061173664,0.0026811467677593363
1738772973949279700,0.52827978515625,0.33274624102141215,0.048815644511042214,0.15825390749481918,-0.5824221829490598,0.944733030276798,-0.282934889134047,0.002684403207487202
1738772973959271000,0.53827099609375,0.3327478520606663,0.048817660605845165,0.15825412637005878,-0.5824209652887944,0.9447332138773455,-0.28293394764470947,0.002688404624791213
1738772973969261800,0.54826171875,0.33275168362735186,0.0488192016740624,0.15825563997325132,-0.5824216810012778,0.9447328280764771,-0.2829340393243355,0.0026903932425728283
1738772973979253800,0.558253662109375,0.3327579910907337,0.04881944930483008,0.1582588196944768,-0.5824145978618844,0.9447333116612671,-0.28293055688311064,0.0026902112997668967
1738772973989245000,0.568244873046875,0.3327571505052903,0.048819434736614556,0.15825837755024819,-0.5824126129323409,0.9447337794143454,-0.28292957322410844,0.002690790983370931
1738772973999235800,0.57823583984375,0.3327549338912773,0.048818946423512845,0.15825739627281823,-0.582409255168748,0.9447343552259533,-0.28292804248685566,0.0026909643190592514
1738772974009226800,0.588226806640625,0.33276254371246566,0.048820196248743654,0.1582609414510715,-0.5824042919757036,0.9447344886326858,-0.2829254157902751,0.0026921642012189867
1738772974019218000,0.598218017578125,0.33276971781231407,0.048821138503117506,0.15826435289276486,-0.5824095027178315,0.9447331290055521,-0.28292779019728204,0.002691129865694993
1738772974029208800,0.608208740234375,0.33276868073775506,0.04881767643595908,0.15826485905283488,-0.5824088241040941,0.9447331396379243,-0.28292804566100577,0.002684222144401624
1738772974039200800,0.61820068359375,0.33278598767211376,0.04882102802705346,0.1582727479287298,-0.5824115435459156,0.9447315155590166,-0.28292877171622915,0.002685702491699023
1738772974049192000,0.62819189453125,0.3327942808982874,0.04882492102884175,0.15827585066777244,-0.582403999716485,0.9447321167749135,-0.2829244415606288,0.002692731918543237
1738772974059182800,0.638182861328125,0.33279785663705463,0.04882542155182194,0.1582775479795913,-0.5823963995333704,0.9447329271588228,-0.2829206661253044,0.002693991489347335
1738772974069173800,0.648173828125,0.3327994852268934,0.04882488240148112,0.15827854532131633,-0.5823952821420698,0.944732948133344,-0.2829202079512845,0.002692555527201389
1738772974079164700,0.65816455078125,0.3328021296292983,0.04882108235682824,0.1582810618172198,-0.5823862882801525,0.9447337756447481,-0.2829164917395034,0.0026852087226759544
1738772974089155800,0.66815576171875,0.3328088101137181,0.04881964410914879,0.1582849444329217,-0.582374123839396,0.9447348700159206,-0.28291082764074027,0.002682194214211261
1738772974099147800,0.678147705078125,0.33281835675622884,0.0488160533085306,0.15829094371895394,-0.582364692359972,0.9447352335252615,-0.2829068477682775,0.0026733103930161005
1738772974109139000,0.688138916015625,0.3328209677989473,0.048817178866906764,0.158291951570474,-0.5823665377927397,0.9447347776570623,-0.28290755681125,0.0026745978707458685
1738772974119129900,0.6981298828125,0.3328149164636189,0.04881310720678428,0.15829006655740235,-0.582361367458459,0.9447358115451072,-0.2829057428935135,0.0026686463254448245
1738772974129120800,0.708120849609375,0.3328178335215235,0.04881493056074723,0.15829102445437948,-0.5823564352525692,0.9447363679295427,-0.28290303834848035,0.002672460055647426
1738772974139111700,0.718111572265625,0.3328200930985261,0.048815159283017384,0.15829212059319903,-0.5823533987725686,0.9447366295429943,-0.2829015229440389,0.0026727773138388294
1738772974149103600,0.728103515625,0.3328245728879587,0.04881398316221275,0.15829476944200344,-0.5823493652395828,0.9447368634839731,-0.28289974019435565,0.002669643566209345
1738772974159095800,0.738095703125,0.3328269064073421,0.04881175146258592,0.15829665776995402,-0.5823402381950563,0.9447377971224427,-0.2828956989175627,0.0026657289857723323
1738772974169086700,0.748086669921875,0.33282860966098954,0.048809464000450054,0.15829820660102017,-0.5823389658148167,0.9447378295398935,-0.2828954428223139,0.0026606147918577672
1738772974179077600,0.75807763671875,0.3328271590553149,0.04881306129821368,0.15829639043817864,-0.582331636057011,0.9447391628313422,-0.28289128486689946,0.0026698859424741346
1738772974189068800,0.76806884765625,0.332830732901799,0.04881619472028224,0.15829728344072913,-0.5823256535965077,0.9447399564029684,-0.2828878330883484,0.0026764715464393986
1738772974199059700,0.778059814453125,0.3328236148366838,0.04881955691778461,0.15829262846690306,-0.5823191185206614,0.9447415883507645,-0.2828841170578649,0.0026867938415171596
1738772974209050600,0.788050537109375,0.3328236968889504,0.048822053484422104,0.15829192107452916,-0.5823176426654241,0.9447419312484008,-0.28288297705859916,0.002692305689528968
1738772974219042800,0.798042724609375,0.33281723942897184,0.04882144897275512,0.15828879082329744,-0.5823110516076273,0.9447433564893032,-0.2828798937418896,0.002694049743988591
1738772974229033700,0.80803369140625,0.3328135868893734,0.04882386715317995,0.15828618374720368,-0.582309603782529,0.9447440175118739,-0.28287878182265686,0.002700510416349687
1738772974239024600,0.818024658203125,0.3328191430443405,0.04882549972786305,0.15828855822036997,-0.5823080281783982,0.9447438284076717,-0.28287774249822406,0.002702562338131605
1738772974249015800,0.828015869140625,0.3328153322193147,0.04882707732131111,0.158286123892813,-0.5823042870195843,0.944744791082427,-0.2828756591889062,0.002707673961452407
1738772974259006700,0.8380068359375,0.33282299291994943,0.048831631742972476,0.158288700835436,-0.5823058243733913,0.9447441295025957,-0.2828756348086091,0.0027147647173147525
1738772974268997600,0.84799755859375,0.3328335550707179,0.048831915490482214,0.15829405389107898,-0.5822959011735436,0.944744718140515,-0.2828707522250787,0.002713875610116561
1738772974278988800,0.85798876953125,0.33283517113516403,0.048827177453354846,0.1582963164479908,-0.5822823334842244,0.9447463152610838,-0.2828649599321507,0.002705632849449574
1738772974288980700,0.867980712890625,0.3328295751969629,0.048827328567831334,0.1582933943383939,-0.5822758814540432,0.9447477449357572,-0.2828618034357536,0.0027087104346926877
1738772974298971600,0.8779716796875,0.3328249568266369,0.04883006978968438,0.15829019507798686,-0.5822810437269601,0.9447474993449482,-0.28286385765431626,0.002715025571632309
1738772974308962800,0.887962890625,0.3328325934240693,0.04883362860133428,0.1582930599826393,-0.5822785754841008,0.9447473800796192,-0.2828620539178527,0.002720688583008968
1738772974318953700,0.89795361328125,0.332836446742039,0.048831258126187306,0.1582957570518874,-0.5822707306732438,0.94474809226845,-0.2828586363276277,0.002715835301832394
1738772974328944600,0.907944580078125,0.3328426344194571,0.04883040927919335,0.15829920163024253,-0.5822574714633407,0.944749475547486,-0.28285232906076685,0.0027144147087473283
1738772974338935800,0.917935791015625,0.33285374047141486,0.04883282938155459,0.15830419809210114,-0.5822481832097944,0.9447499971905182,-0.2828474015296318,0.002717772024596818
1738772974348927700,0.927927734375,0.33285365511998516,0.04883440748050629,0.15830369338475514,-0.5822438583396357,0.9447506423332004,-0.28284504944767774,0.002721847064794354
1738772974358918700,0.937918701171875,0.33285650802086575,0.04883364001206777,0.15830539072183214,-0.5822465686693825,0.9447499625392108,-0.2828464939847975,0.0027189130049019264
1738772974368909800,0.947909912109375,0.3328612932825095,0.04883533607561153,0.15830733627766877,-0.5822473242716204,0.9447495857671535,-0.2828465595242708,0.0027209595867777065
1738772974378900700,0.957900634765625,0.3328612560478181,0.048839768231769616,0.15830599029660222,-0.5822421197224039,0.9447505709698472,-0.28284328345027737,0.0027312290709716252
1738772974388891600,0.9678916015625,0.3328600396776223,0.04884342694430543,0.1583042631563024,-0.5822400618738578,0.9447511907861942,-0.28284166078874773,0.0027396935606062013
1738772974398882600,0.977882568359375,0.3328610516704575,0.04884183891008386,0.15830528563482807,-0.5822265060349273,0.9447528815043696,-0.2828353673491317,0.0027382722868642736
1738772974408873700,0.987873779296875,0.33286115140862066,0.048837715849074974,0.15830658403489137,-0.5822156838067523,0.9447542202084521,-0.2828308100693317,0.002731320899708347
1738772974418865700,0.99786572265625,0.3328510255764388,0.0488316461012562,0.15830318849352742,-0.5822109932645484,0.9447555205999417,-0.28282955077193567,0.002722298455959709
1738772974428856800,1.00785693359375,0.3328457931510946,0.04883039529840699,0.15830087059404202,-0.5822063343330439,0.9447566049931256,-0.2828274978302802,0.002722002057606318
1738772974438847700,1.01784765625,0.33284476984632305,0.04883746474056252,0.15829822652752187,-0.5821975606439798,0.9447583383022186,-0.2828220414281001,0.002738752332238966
1738772974448838700,1.027838623046875,0.3328367823868522,0.048836118382672884,0.15829451394033053,-0.5822016341995662,0.9447583802161698,-0.28282424898961794,0.0027376135693361124
1738772974458829600,1.03782958984375,0.33283341003718103,0.048834885691029686,0.15829315278524358,-0.582196357666898,0.9447593651622364,-0.2828218981807942,0.0027368947437911443
1738772974468820700,1.04782080078125,0.33284028771035673,0.048834491166698926,0.1582968097769975,-0.5821894820902543,0.9447597992311699,-0.28281861120734164,0.002735163751394395
1738772974478812700,1.057812744140625,0.3328367660448066,0.04883549155708566,0.1582947066172425,-0.5821861004312461,0.9447605900240533,-0.282816813399583,0.002738890052457581
1738772974488803600,1.067803466796875,0.33284596243587683,0.04883912167584658,0.15829835472348208,-0.5821805956535641,0.9447607852183297,-0.28281352086608236,0.0027447472407011717
1738772974498794800,1.077794677734375,0.3328538257044994,0.048839814124730076,0.1583022055871909,-0.5821776570958623,0.9447605078815099,-0.28281198505277916,0.00274433663871786
1738772974508785700,1.08778564453125,0.33286465443824403,0.04883940248669446,0.15830791496878244,-0.5821711667163506,0.9447604481562004,-0.28280890592794444,0.0027412985312562804
1738772974518776600,1.097776611328125,0.3328522794927123,0.04883605108223142,0.15830254182040282,-0.5821608086262337,0.9447629592486965,-0.2828044247470621,0.002739669153133007
1738772974528767700,1.107767822265625,0.3328513011023632,0.04883341249748715,0.15830282346058544,-0.582160350496516,0.9447630247757345,-0.28280463795518757,0.0027344630581113485
1738772974538759700,1.117759765625,0.3328515745019024,0.048837593920172805,0.15830171428709833,-0.5821591477441742,0.9447633591959789,-0.28280335394664186,0.002743430543717338
1738772974548750600,1.12775048828125,0.33285082885525263,0.04884266461070337,0.15829982243375468,-0.5821517715706006,0.9447646911610601,-0.28279892868920475,0.0027556129883264694
1738772974558741800,1.13774169921875,0.3328464868289835,0.04883687061756674,0.15829932204197147,-0.5821545426254925,0.9447643826521926,-0.28280125214945984,0.0027441823077735475
