time,seconds_elapsed,z,y,x
1738772456769081000,0.0250810546875,0.00031942431814968586,-0.0009534652344882488,0.00827249139547348
1738772456779072000,0.035072021484375,0.0008083176799118519,0.00043246010318398476,0.007257979828864336
1738772456789063000,0.04506298828125,-0.00005081808194518089,0.0005166158080101013,0.005162072367966175
1738772456799055000,0.05505517578125,-0.0005963281728327274,0.0001993908081203699,0.0013681951677426696
1738772456809046000,0.0650458984375,0.00004256411921232939,0.0004960666410624981,-0.0009564781212247908
1738772456819037200,0.075037109375,0.00040954595897346735,0.000982058933004737,-0.004399146419018507
1738772456829028000,0.085028076171875,0.00008623814210295677,0.0011013683397322893,-0.007981098257005215
1738772456839019000,0.09501904296875,-0.0007073921151459217,-0.00037090503610670567,-0.006283178925514221
1738772456849011200,0.10501123046875,-0.0005116497632116079,-0.000047597335651516914,-0.004546797834336758
1738772456859002000,0.115002197265625,0.00030518940184265375,0.0006574704311788082,0.0009400497074238956
1738772456868993000,0.124992919921875,0.0018357080407440662,0.0003275047056376934,0.004890050273388624
1738772456878984000,0.13498388671875,-0.0006672848830930889,0.00040893186815083027,0.006848551798611879
1738772456888976100,0.14497607421875,-0.0004875215236097574,-0.000008651986718177795,0.004093777853995562
1738772456898967000,0.154967041015625,-0.00038036168552935123,-0.0012087603099644184,0.003635296132415533
1738772456908958200,0.164958251953125,0.0007307091727852821,0.0004224260337650776,0.000546295486856252
1738772456918949000,0.17494921875,0.0010622208938002586,-0.0010435562580823898,-0.004407997243106365
1738772456928941000,0.184941162109375,0.0005615465342998505,0.0009341069962829351,-0.005507882684469223
1738772456938932200,0.19493212890625,-0.0006337449885904789,0.0008141188882291317,-0.0035165748558938503
1738772456948923100,0.204923095703125,-0.00031230144668370485,0.0004873489961028099,-0.0030079111456871033
1738772456958914000,0.2149140625,0.0006521557224914432,-0.00013389228843152523,0.00010675931116566062
1738772456968905000,0.224905029296875,0.0001975542400032282,0.00004214257933199406,0.002410660032182932
1738772456978897200,0.234897216796875,-0.0006166665116325021,-0.0008003299590200186,0.004028250463306904
1738772456988888000,0.24488818359375,0.00001024163793772459,-0.0007177719380706549,0.004196828231215477
1738772456998879200,0.254879150390625,-0.00018635543528944254,-0.0006324232090264559,0.0012078245636075735
1738772457008870100,0.2648701171875,0.0004823643248528242,0.00048637064173817635,0.0011582898441702127
1738772457018862000,0.274862060546875,0.0010639369720593095,0.000699295662343502,-0.00043048831867054105
1738772457028853200,0.284853271484375,-0.00031078688334673643,-0.00003120931796729565,-0.0042225634679198265
1738772457038844200,0.29484423828125,-0.000074162264354527,0.0005194088444113731,-0.004263893235474825
1738772457048835000,0.3048349609375,0.002308834111317992,0.00018145376816391945,-0.0022327001206576824
1738772457058826000,0.314825927734375,-0.0018446999602019787,0.00016448460519313812,-0.00018386714509688318
1738772457068818200,0.324818115234375,0.0008730558911338449,0.0005399901419878006,0.0018249552231281996
1738772457078809000,0.33480908203125,-0.0005897498922422528,-0.0000820518471300602,0.0032326432410627604
1738772457088800300,0.34480029296875,-0.001123181078583002,-0.00044184504076838493,0.002348740119487047
1738772457098791200,0.354791259765625,0.00012129219248890877,-0.0011542032007128,0.0016366816125810146
1738772457108783000,0.364783203125,0.000532217905856669,-0.00023727677762508392,0.001013235654681921
1738772457118774300,0.374774169921875,0.0005564731545746326,-0.00013230228796601295,-0.0006903773173689842
1738772457128765200,0.38476513671875,-0.0009434191160835326,-0.0008372410666197538,-0.0012041011359542608
1738772457138756000,0.394756103515625,-0.0012503138277679682,0.0007374291308224201,-0.0019045430235564709
1738772457148747300,0.404747314453125,0.0006059093866497278,-0.0007254453375935555,-0.0008206365746445954
1738772457158739200,0.4147392578125,-0.0005818077479489148,0.00016239657998085022,-0.001440170337446034
1738772457168730000,0.424730224609375,0.00010262464638799429,-0.00028448179364204407,0.0016397754661738873
1738772457178721300,0.43472119140625,0.0012166004162281752,0.00025438820011913776,0.001876252586953342
1738772457188712200,0.444712158203125,-0.0008145924657583237,-0.0004635998047888279,0.004435816779732704
1738772457198703000,0.454703125,-0.0004429214750416577,0.00012321583926677704,0.00037047278601676226
1738772457208695300,0.4646953125,0.0020290245302021503,0.0016638543456792831,-0.0014295578002929688
1738772457218686200,0.474686279296875,0.00023799098562449217,-0.0001318568829447031,-0.0022781433071941137
1738772457228677000,0.484677001953125,0.0029935636557638645,-0.0005928501486778259,-0.0022613652981817722
1738772457238668300,0.494668212890625,0.00043880101293325424,-0.0004464981611818075,-0.0034411263186484575
1738772457248660000,0.504659912109375,0.000702986610122025,-0.000326123321428895,-0.0004730333457700908
1738772457258651100,0.514651123046875,0.0007840031757950783,-0.0005873104091733694,-0.0005599955911748111
1738772457268642300,0.524642333984375,0.0014218301512300968,0.00012215552851557732,0.0027934566605836153
1738772457278633200,0.53463330078125,0.0003852497320622206,0.0010139858350157738,0.0031008757650852203
1738772457288625000,0.544625,-0.0009889414068311453,0.00046004820615053177,0.004037776030600071
1738772457298616000,0.554615966796875,0.0012850124621763825,-0.0015754255000501871,0.0010200579417869449
1738772457308607000,0.56460693359375,0.0018986047944054008,0.000012617558240890503,0.0013606761349365115
1738772457318597600,0.57459765625,0.001016083057038486,-0.000788782024756074,-0.00004781871393788606
1738772457328588500,0.584588623046875,0.003848887514322996,0.0002610362134873867,-0.004187702666968107
1738772457338580500,0.59458056640625,0.0005045534344390035,0.00030451640486717224,-0.0038939928635954857
1738772457348571600,0.604571533203125,0.001139983651228249,-0.0004938994534313679,-0.0027424420695751905
1738772457358562600,0.6145625,0.00004662212450057268,0.0007231435738503933,-0.0012813445646315813
1738772457368553500,0.624553466796875,0.0007965682307258248,-0.0015738329384475946,0.0012409352930262685
1738772457378544600,0.634544677734375,0.0026378827169537544,-0.00004248647019267082,0.0026517980732023716
1738772457388536600,0.64453662109375,-0.0003113015554845333,0.00024247169494628906,0.005127205979079008
1738772457398527500,0.654527587890625,0.001633618725463748,-0.0005238638259470463,0.0013981455704197288
1738772457408518700,0.6645185546875,0.0014104458969086409,-0.0011843277607113123,0.0009667134145274758
1738772457418509600,0.674509521484375,0.002086789347231388,-0.00020790426060557365,-0.0020649880170822144
1738772457428501200,0.684501220703125,0.002071609254926443,-0.0005637025460600853,-0.0029499565716832876
1738772457438492400,0.694492431640625,0.00009771890472620726,-0.0001991612371057272,-0.0024336548522114754
1738772457448483600,0.704483642578125,0.00031689705792814493,-0.00032219942659139633,-0.0014040766982361674
1738772457458474500,0.714474609375,-0.00014942779671400785,-0.0007839302998036146,-0.000253579142736271
1738772457468465700,0.724465576171875,-0.00026101432740688324,0.00017347605898976326,0.0012827985920011997
1738772457478457300,0.734457275390625,0.001370956189930439,-0.00036124931648373604,0.0033830804750323296
1738772457488448300,0.7444482421875,-0.0008360053179785609,-0.0006086570210754871,0.00227227620780468
1738772457498439400,0.754439453125,-0.00023006321862339973,0.001104963943362236,0.002365825930610299
1738772457508430600,0.7644306640625,-0.0013097086921334267,-0.0004971940070390701,0.0009229250717908144
