time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1738771800170617600,0.03661767578125,-0.00789231925575272,0.009142425832979258,-0.0039594001982129305,-0.0029338923120638873,0.9999491777159254,-0.0015029734177802888,0.018296845003743945
1738771800180608500,0.0466083984375,-0.007895478980868844,0.009143037403938169,-0.003961052214008286,-0.002949533830869453,0.9999492028399221,-0.0015108106857319348,0.018298135812519153
1738771800190600400,0.056600341796875,-0.007896642867278196,0.009142769530767663,-0.003961592737704113,-0.0029405533622802247,0.9999491915846177,-0.00150632490783568,0.01829756588378426
1738771800200591600,0.066591552734375,-0.00789962459366428,0.009145563114441379,-0.003963024831762706,-0.00292684187440698,0.9999491617179956,-0.0014994940547919241,0.018303103320904048
1738771800210583600,0.07658349609375,-0.007901371455938683,0.009142797323777827,-0.003963879150771388,-0.002923551090071128,0.9999492035243103,-0.0014978457970687296,0.018297561352367323
1738771800220574500,0.086574462890625,-0.00789891592207801,0.009144624774245415,-0.00396272632349251,-0.002939390115627177,0.9999492275639488,-0.0015057609177290732,0.018301276406722775
1738771800230566400,0.09656640625,-0.007899203153851252,0.009140402712177573,-0.003962876602034217,-0.0029421381040764124,0.999949224408491,-0.0015071196193667603,0.018292842463204003
1738771800240557300,0.106557373046875,-0.007897861860070899,0.009137903083522633,-0.003962176623097417,-0.0029364863641199663,0.9999492390157128,-0.0015042779009732119,0.01828781825764291
1738771800250549500,0.116549560546875,-0.00790166406722388,0.009136525364578773,-0.003964037296965315,-0.0029281535703499684,0.9999493194322178,-0.0015001235030065074,0.018285036625576213
1738771800260540400,0.12654052734375,-0.00790896970350956,0.009135405911015871,-0.0039677002602251125,-0.0029307527352815796,0.9999493026757997,-0.00150145203965683,0.01828281868731083
1738771800270532400,0.136532470703125,-0.007910125207683303,0.009133953940660643,-0.003968285267172662,-0.002932781719090785,0.9999492904848216,-0.0015024660874082434,0.018279923992197546
1738771800280523500,0.1465234375,-0.007904814751859383,0.009126992968440445,-0.003965618174143907,-0.002932318899737149,0.9999493460961162,-0.0015021830270776492,0.018265991183383307
1738771800290515500,0.156515380859375,-0.007897932690685644,0.009126442896884494,-0.003962180732802234,-0.0029332355401018033,0.9999493581561795,-0.0015026077488897967,0.018264884169786746
1738771800300506600,0.166506591796875,-0.007889563837651832,0.00912961701596861,-0.003958036421440143,-0.0029410187975957743,0.9999493849883182,-0.0015064734365148147,0.01827125178539704
1738771800310497500,0.17649755859375,-0.007891640659094137,0.009128328343700805,-0.003959053193480069,-0.0029366685165709357,0.9999493637820753,-0.0015043028408280384,0.018268659628023494
1738771800320489500,0.186489501953125,-0.007887551164370826,0.009132257851271974,-0.003957024621612452,-0.002938965960511629,0.9999493464969869,-0.0015054482707662175,0.018276522203899054
1738771800330480600,0.196480712890625,-0.007893684911880215,0.009135301847257256,-0.003960156338937731,-0.0029522181694129454,0.999949281160167,-0.0015121141647067738,0.018282671946409673
1738771800340472600,0.20647265625,-0.007888680536368015,0.009133608342457909,-0.003957666679232471,-0.002955492092229747,0.9999493330905528,-0.0015137214935467286,0.018279290685480662
1738771800350463500,0.21646337890625,-0.007883029224691352,0.009129156058708216,-0.00395484838854259,-0.0029584879405423325,0.9999493918417272,-0.001515176036944265,0.01827038912824412
1738771800360455400,0.226455322265625,-0.007882025254531081,0.009126972604607148,-0.003954353377224048,-0.002960743188405818,0.9999494618197549,-0.0015162903827397255,0.018266030304084305
1738771800370446300,0.2364462890625,-0.007869521314030046,0.009128953395124482,-0.003948095125265211,-0.002958574109350484,0.9999493538764059,-0.001515156730283599,0.018269962439995634
1738771800380438500,0.2464384765625,-0.007872674457988867,0.009132175877944126,-0.003949659141993275,-0.002954825021290991,0.9999493212471794,-0.0015133092949252043,0.018276397703618455
1738771800390429400,0.256429443359375,-0.007878680859233841,0.00913209803229149,-0.003952690588594044,-0.002961074451364637,0.9999493176535514,-0.0015164610189172551,0.018276276024859577
1738771800400421400,0.26642138671875,-0.007874147459977502,0.009126455734542049,-0.0039504407743275296,-0.002966525273530433,0.9999493645671789,-0.0015191434978838781,0.018265005346922266
1738771800410412500,0.27641259765625,-0.00787866914264289,0.009128811110574687,-0.003952731002386741,-0.002972225889337281,0.9999493167897083,-0.0015220236194959187,0.01826974550608214
1738771800420404500,0.286404541015625,-0.007876340181582283,0.009129793702275362,-0.0039515898757515105,-0.0029769902810042373,0.9999492809642211,-0.0015243989940473145,0.01827172556557406
