time,seconds_elapsed,z,y,x
1738772909631342000,0.023342041015625,0.0024559672456234694,0.003990480676293373,-0.000437291048001498
1738772909641333200,0.033333251953125,0.0002234392159152776,0.000913197931367904,0.00039974047103896737
1738772909651324200,0.04332421875,0.001955026527866721,0.004590490832924843,-0.0008045409340411425
1738772909661315300,0.0533154296875,0.0014937670202925801,0.005649097263813019,0.0008916263468563557
1738772909671306200,0.06330615234375,0.0008732505375519395,0.001904160133562982,0.00037523938226513565
1738772909681298200,0.073298095703125,0.0009688580175861716,0.00430153775960207,-0.0006146575906313956
1738772909691289000,0.0832890625,0.0006554039428010583,0.004303934518247843,0.0018098842119798064
1738772909701280300,0.0932802734375,0.0019598202779889107,0.0033545177429914474,0.00041731735109351575
1738772909711271200,0.103271240234375,0.0033571808598935604,0.0039867521263659,-0.0007717840489931405
1738772909721262300,0.113262451171875,0.0018767296569421887,0.002788329729810357,0.0012564794160425663
1738772909731253200,0.123253173828125,0.001895105466246605,0.003382214577868581,-0.00048070057528093457
1738772909741245200,0.1332451171875,0.0012170645641162992,0.00341523764654994,-0.00030546457855962217
1738772909751236000,0.143236083984375,0.0008604673203080893,0.0038013961166143417,0.0001227717293659225
1738772909761227000,0.15322705078125,0.0011086739832535386,0.0037491980474442244,0.0009797769598662853
1738772909771218200,0.16321826171875,0.00115421402733773,0.0022778017446398735,-0.0003350256592966616
1738772909781209300,0.173209228515625,0.0006159891490824521,0.003171292133629322,0.0011478224769234657
1738772909791200300,0.1832001953125,0.002412024885416031,0.005360676907002926,0.00007643271965207532
1738772909801192200,0.193192138671875,0.0003406183095648885,0.0032059133518487215,0.0001483380765421316
1738772909811183000,0.20318310546875,0.001972603378817439,0.003907656297087669,-0.0006572681595571339
1738772909821174300,0.21317431640625,0.0011851066956296563,0.003379285102710128,-0.00032384038786403835
1738772909831165400,0.22316552734375,0.002020007697865367,0.004968393128365278,-0.00019148127466905862
1738772909841156400,0.23315625,0.002326004905626178,0.0034442662727087736,0.0006918892613612115
1738772909851147300,0.243147216796875,0.0013781858142465353,0.003468234557658434,-0.00015206649550236762
1738772909861139200,0.25313916015625,0.0007358313887380064,0.004791559185832739,0.0009259810904040933
1738772909871130000,0.263130126953125,0.0014927018200978637,0.004027232062071562,0.000006391586794052273
1738772909881121300,0.273121337890625,0.0016325177857652307,0.00336117553524673,0.0011496866354718804
1738772909891112400,0.283112548828125,-0.0008210525847971439,0.00418489146977663,-0.002115348819643259
1738772909901103400,0.293103271484375,0.0010807107901200652,0.0046634613536298275,0.000049801110435510054
1738772909911094300,0.30309423828125,0.0013491574209183455,0.00538384635001421,0.0007736482657492161
1738772909921086200,0.313086181640625,0.0025747441686689854,0.003067428944632411,-0.0001901497016660869
1738772909931077000,0.3230771484375,0.0019342538435012102,0.0032597091048955917,-0.00015872440417297184
1738772909941068300,0.333068359375,0.0013086773687973619,0.004194478504359722,-0.0023545008152723312
1738772909951059500,0.3430595703125,-0.00009960222087102011,0.0038216360844671726,-0.0012183962389826775
1738772909961050400,0.35305029296875,0.0013704627053812146,0.004923119675368071,0.0004213120846543461
1738772909971041300,0.363041259765625,0.0005717806634493172,0.0038900794461369514,0.0010330402292311192
1738772909981033200,0.373033203125,0.0016737966798245907,0.0032471923623234034,0.00008681904728291556
1738772909991024000,0.383024169921875,0.00017230652156285942,0.003930026665329933,0.0006942860782146454
1738772910001015300,0.393015380859375,0.0015851134667173028,0.0037713022902607918,0.0006410228670574725
1738772910011006500,0.40300634765625,0.00202240445651114,0.0037494644057005644,-0.0005643238546326756
1738772910020997400,0.412997314453125,0.0011507519520819187,0.0026322684716433287,0.0015805860748514533
1738772910030988300,0.42298828125,0.000678307143971324,0.003796069882810116,-0.00044022052315995097
1738772910040980200,0.432980224609375,0.0001680454588495195,0.0060267336666584015,-0.0010367685463279486
1738772910050971400,0.442971435546875,0.0013646037550643086,0.004278901033103466,0.0013515542959794402
1738772910060962300,0.45296240234375,0.00024048343766480684,0.004316984210163355,0.0005986785981804132
1738772910070953200,0.462953125,0.0006466155173256993,0.004986502695828676,-0.0001893507578643039
1738772910080944000,0.472944091796875,-0.00013209278404247016,0.004328702110797167,-0.0004945489927195013
1738772910090936000,0.48293603515625,0.0019054916920140386,0.0021204089280217886,0.0008524778531864285
1738772910100927000,0.492927001953125,-0.000021305288100847974,0.001615473534911871,0.0019473034190014005
1738772910110918100,0.502918212890625,0.001324123702943325,0.00529729388654232,-0.00030360036180354655
1738772910120909000,0.512908935546875,0.001603489276021719,0.004863198380917311,0.0013158678775653243
1738772910130900000,0.52289990234375,0.002058357233181596,0.0044109937734901905,0.00022210762836039066
1738772910140891100,0.53289111328125,0.0003557983145583421,0.0033598439767956734,0.00008442220860160887
1738772910150883000,0.542883056640625,0.0015190670965239406,0.004206196404993534,-0.0011198592837899923
1738772910160874000,0.5528740234375,0.0010128001449629664,0.0035665053874254227,0.0005752427969127893
1738772910170865200,0.562865234375,-0.00029348034877330065,0.004791825544089079,-0.000028495824153651483
1738772910180856000,0.57285595703125,0.0013440974289551377,0.004524976946413517,0.0005262406193651259
1738772910190847000,0.582846923828125,0.0010303769959136844,0.004054929129779339,-0.0003347593592479825
1738772910200838100,0.592838134765625,0.002338788006454706,0.0038450718857347965,0.0012125372886657715
1738772910210830000,0.602830078125,0.0005411543534137309,0.005058940965682268,-0.000987500068731606
1738772910220821000,0.612821044921875,-0.00015180018090177327,0.004577707499265671,0.0010743191232904792
1738772910230812200,0.622812255859375,-0.00025726135936565697,0.003180613275617361,0.0007158577209338546
1738772910240803000,0.632802978515625,0.0009558085002936423,0.004175836686044931,0.00023409185814671218
1738772910250794000,0.6427939453125,0.0010295780375599861,0.004098604898899794,0.00011531487689353526
1738772910260785200,0.65278515625,0.001847701147198677,0.0032474587205797434,-0.00009454221435589716
1738772910270777000,0.662777099609375,0.0005041363765485585,0.0023252058308571577,0.0011022823164239526
1738772910280768000,0.67276806640625,0.0009962886106222868,0.0027324033435434103,0.00036618465674109757
1738772910290759200,0.68275927734375,0.0018905780743807554,0.003787015099078417,-0.000597879639826715
1738772910300750000,0.69275,0.0009693906176835299,0.002438922878354788,0.0013366405619308352
1738772910310741000,0.702740966796875,0.001936917076818645,0.004550010897219181,-0.00006897587445564568
1738772910320732000,0.71273193359375,0.0010788465151563287,0.0028748824261128902,0.0018317222129553556
1738772910330724000,0.72272412109375,0.0012141350889578462,0.004384362138807774,0.00022077605535741895
1738772910340715000,0.732715087890625,0.001175252953544259,0.0036751623265445232,-0.0000021305288555595325
1738772910350706200,0.7427060546875,0.0014178669080138206,0.002775280037894845,0.0005603290628641844
1738772910360697000,0.752697021484375,0.0002103897277265787,0.00487198680639267,0.00038056570338085294
1738772910370688000,0.76268798828125,0.0022927154786884785,0.002177666872739792,0.001113201375119388
1738772910380679000,0.772678955078125,0.00023222764139063656,0.004446680191904306,0.000046871635277057067
1738772910390671000,0.782671142578125,0.00230816169641912,0.002965962514281273,0.00044794369023293257
1738772910400662000,0.792662109375,0.0007286408799700439,0.0041124531999230385,0.0011547466274350882
1738772910410653000,0.80265283203125,0.001413339632563293,0.004011785611510277,0.0008809737046249211
1738772910420644000,0.81264404296875,0.0020703414920717478,0.0034650389570742846,0.0010351707460358739
1738772910430635000,0.822635009765625,0.0015638081822544336,0.003552124137058854,-0.0011235876008868217
1738772910440627200,0.832627197265625,0.001401089015416801,0.003990480676293373,0.00011584750609472394
1738772910450618000,0.8426181640625,0.0002836266648955643,0.004429635591804981,-0.0010626012226566672
1738772910460609000,0.852609130859375,0.001961684552952647,0.003230147995054722,0.0005813680472783744
