version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,iPhone 15 Plus,1738772909608,2025-02-05_16-28-29,America/Chicago,ios,1.40.3,8bd6f813-302c-446d-972c-ffda6d878598,Accelerometer|Gravity|Gyroscope|Orientation|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10||10|10,false
